"L","R","F","M","C"
24.55,428,4,3244,0.85
63.81,3,3,3975,0.693660377
97.97,598,3,4836,0.570099256
25.77,391,3,3347,0.823692859
26.06,116,6,5978,0.461165942
30.77,173,5,4471,0.616580183
88.48,135,4,3145,0.876537361
26.32,67,4,3618,0.761868436
13.68,33,3,2914,0.945861359
51.19,133,3,3863,0.713391147
36.06,6,2,2988,0.922248996
38.94,37,2,3220,0.855795031
31.52,192,5,4612,0.597460971
30.71,278,4,5459,0.50475545
32.32,20,5,3385,0.814
51.26,106,3,5600,0.492017857
22.71,686,4,5837,0.472031866
107.32,25,3,3664,0.751962336
71.87,348,3,4264,0.646130394
39.74,152,2,3772,0.73038176
23.71,607,5,4665,0.590525188
22.42,611,3,8016,0.343662675
73.61,2,4,3813,0.722452137
84.97,229,3,3806,0.723778245
25.55,65,3,2932,0.939495225
37.74,430,4,4935,0.558054711
35.84,721,2,3934,0.7
35.42,592,2,3934,0.7
21.42,510,2,3934,0.7
58.97,6,2,3934,0.7
68.23,623,2,3934,0.7
99,84,4,6004,0.458660893
13.74,316,2,3934,0.7
12.32,316,2,3934,0.7
42.13,701,2,3934,0.7
20.48,376,2,3934,0.7
72.16,490,2,3934,0.7
68.61,318,2,3934,0.7
49.39,521,2,3934,0.7
23.03,489,3,5901,0.466666667
20.13,598,2,3934,0.7
12.29,364,2,3934,0.7
56.58,191,5,3527,0.780688971
66.32,15,4,4561,0.60369875
20,17,10,5554,0.495713
24.52,20,2,4078,0.675
22.84,298,3,5112,0.538456573
37.97,501,3,3359,0.819321227
28.87,121,3,3422,0.804228521
17.06,222,4,3101,0.887346017
52.42,298,3,3400,0.809258824
67.77,208,2,3226,0.852765034
31.61,45,3,3138,0.876666667
19.23,411,3,4125,0.666872727
50.58,37,5,4898,0.561549612
13.16,167,3,5730,0.48
19.52,26,4,5826,0.472070031
23.71,716,3,3246,0.847273567
38.58,402,6,3474,0.791666667
66.9,378,2,2750,1
48.9,555,2,2750,1
38.48,402,2,2750,1
32.39,427,3,4369,0.629411765
14.39,435,2,3548,0.775
12.39,243,3,3878,0.709014956
36.42,674,4,3807,0.722195955
66.32,7,2,3513,0.782587532
30.87,377,2,5913,0.464874006
12.39,71,7,6152,0.446755527
55.74,195,4,3856,0.712759336
61.19,549,2,3319,0.827884905
14.39,130,3,3062,0.897341607
53.23,264,3,4634,0.592921882
77.74,173,4,3818,0.719628078
82.23,1,2,3500,0.785
64.26,97,2,2892,0.95
24.48,508,2,2892,0.95
66.26,144,3,3134,0.876589024
12.52,305,3,3030,0.906666667
52.94,454,3,3924,0.7
17.48,58,2,3142,0.874131127
35.35,29,4,4557,0.602620145
52.97,354,4,5306,0.517451941
99.87,133,5,5022,0.546654719
60.74,27,2,2984,0.92
52.84,33,5,3245,0.846
90.45,464,5,3266,0.840385793
14.52,76,4,5526,0.496681144
31.97,271,2,3244,0.846060419
54.03,37,4,5106,0.53748727
109.71,5,3,3771,0.727748608
23.94,730,2,3215,0.853592535
54.1,97,4,7837,0.35017226
29.71,595,3,3072,0.893310547
57.16,81,2,3491,0.786026926
24.9,474,3,3068,0.894263364
27.87,372,5,6003,0.456996502
19.77,364,3,3256,0.842383292
42.23,12,4,4033,0.680049591
65.1,8,3,7053,0.388844463
28.45,563,3,2946,0.930889341
43.39,396,2,4986,0.55
18.52,212,2,4986,0.55
73.77,230,3,4330,0.633277136
28.26,30,5,3524,0.778098751
88.68,239,4,5555,0.49359676
28.77,456,4,7838,0.349808625
100.06,288,3,2884,0.950624133
19.26,121,2,1941,1.41236476
55.16,35,2,4966,0.551999597
88.1,504,4,3503,0.78244362
18.58,560,4,6852,0.4
69.9,13,3,4912,0.557862378
75.32,558,3,3908,0.701100307
37.29,23,3,2503,1.094638434
56.29,61,3,3080,0.889571429
51.13,38,3,5072,0.540130126
93.23,11,2,3539,0.774043515
31.55,138,3,3935,0.696088945
36.77,640,3,3435,0.797379913
69.45,113,3,3461,0.791366657
18.39,16,4,4944,0.553938107
25.45,416,3,5220,0.524636015
27.16,1,3,3603,0.76
68.87,375,4,2738,1
77.23,276,4,2841,0.96374516
14.97,5,4,4507,0.607488351
20.61,376,2,3759,0.728318702
19.52,402,4,4602,0.594784876
33.71,651,3,3417,0.800995025
69.32,473,2,3424,0.799357477
12.35,361,4,6842,0.4
20.74,465,4,6842,0.4
76.03,681,2,7298,0.375
59.19,530,2,7298,0.375
29.48,702,3,4102,0.666991711
86.48,79,7,3285,0.832861492
51.9,198,5,6124,0.446742325
16.52,20,6,3907,0.700222677
47.9,95,5,4265,0.641343494
16.26,486,4,6838,0.4
20.84,629,4,6838,0.4
34.9,83,2,3484,0.785
40.42,85,4,5025,0.544250746
54.03,137,4,4984,0.548723917
26.45,31,3,7387,0.370215243
14.23,185,2,3634,0.752550908
28.52,294,3,4712,0.580314092
41.55,32,2,4494,0.608388963
12.71,80,3,4168,0.655954894
22.71,141,5,5047,0.541705964
36.42,207,3,4824,0.566741294
24.16,8,4,3732,0.7325
16.77,478,2,3904,0.7
21.26,645,2,3904,0.7
17.68,536,2,3904,0.7
20.19,598,2,3904,0.7
22.68,681,2,3904,0.7
22.71,691,2,3904,0.7
101.19,121,4,3593,0.760578903
23.03,544,4,5075,0.53844335
69.39,295,3,4793,0.570110578
19.48,290,2,3916,0.697650664
76.61,450,2,3546,0.770389171
71.16,28,5,3521,0.775819369
38.52,352,5,3228,0.846189591
14.9,72,3,6953,0.392828995
59.68,221,6,3618,0.754864566
16.13,371,4,4080,0.669362745
91.55,584,4,4390,0.622050114
23.71,9,4,5091,0.5363956
59.65,112,3,4342,0.628906034
17.97,27,6,4111,0.664217952
69.55,32,3,3713,0.735416106
88.16,12,3,5116,0.533713839
106.03,304,3,3462,0.788665511
103.19,503,2,2730,1
20.1,473,3,4128,0.66124031
15.84,130,2,4274,0.638642957
105.55,161,4,3862,0.706693423
12.52,13,4,4391,0.62154179
95.52,77,6,5815,0.469320722
75.29,263,4,4791,0.569624296
21.26,224,2,6064,0.45
68.29,75,4,3109,0.877549051
45.48,468,3,4796,0.568859466
13.48,185,3,5487,0.497169674
56.84,64,3,4577,0.595997378
51.48,83,3,2972,0.917715343
51.74,252,2,4196,0.65
104.45,647,2,4196,0.65
97.77,61,4,4008,0.680426647
85.16,23,5,5523,0.493612167
88.71,557,3,5170,0.52729207
29.23,365,6,3480,0.783333333
34,337,3,3176,0.858280856
51.97,182,6,5277,0.516420315
72.65,673,2,3406,0.8
91.06,44,4,3902,0.698272681
14.32,142,4,2526,1.078638163
14.35,225,7,3282,0.830134065
49.23,256,4,5189,0.525052997
90.61,299,3,2799,0.973333333
100.74,245,3,2799,0.973333333
74.45,188,3,2799,0.973333333
15.94,52,6,7974,0.341640331
40.45,238,2,4672,0.58307363
13.35,400,3,4166,0.653864618
29.94,574,3,4437,0.613905792
91.35,209,5,3324,0.819404332
16.61,25,3,4668,0.58348329
23.39,293,3,3846,0.708083723
22.97,540,2,3404,0.8
22.97,511,2,3404,0.8
30.71,213,4,3548,0.7675
20.77,576,4,3220,0.845652174
54.94,601,2,3046,0.893729481
25.26,369,3,5013,0.543048075
81.94,25,2,3774,0.721213567
85.97,24,2,3774,0.721213567
14.35,24,9,3717,0.732222222
109.97,332,3,3664,0.74279476
43.61,697,3,3703,0.734971645
26.19,377,5,2895,0.94
14.52,228,3,3906,0.696666667
26.58,633,3,3970,0.685390428
16.03,421,2,3401,0.8
19.84,239,3,3924,0.693333333
96.97,561,2,3941,0.690332403
75.65,58,3,4176,0.651412835
104.58,206,4,5033,0.540486787
67.9,21,2,4039,0.673498391
47.1,370,2,3752,0.725
60.81,220,2,4017,0.677169529
52.29,60,3,3639,0.747488321
47.32,710,2,3877,0.701470209
110.84,538,2,3877,0.701470209
12.13,232,3,3530,0.770413598
94.13,565,4,3679,0.739195434
38.55,22,2,4044,0.672415925
91.61,33,3,3399,0.8
15.42,238,2,4570,0.595
87.97,167,6,6474,0.42
24.52,60,8,2912,0.93375
22.81,544,4,4938,0.55063791
54.35,164,5,6212,0.437669028
13.23,50,2,3564,0.762817059
15.45,327,3,4083,0.6658217
13.26,44,3,4730,0.574735729
76.61,118,2,3253,0.835579465
21.23,296,4,4235,0.641770956
40.39,214,3,3493,0.778087604
38.55,47,2,3106,0.875
40.06,61,3,3990,0.681095238
13.9,150,5,5867,0.463180501
48.1,499,2,3882,0.7
53.97,706,2,3882,0.7
34.03,283,2,3774,0.72
29.1,153,4,3859,0.704120238
27.03,400,3,3072,0.884505208
17.52,529,4,5751,0.472404799
69.45,60,3,3503,0.77549529
99.74,154,2,3082,0.88137573
52.65,95,2,3312,0.820069444
30.39,539,3,4388,0.618972197
30.84,371,4,5771,0.470620343
51.26,173,7,3686,0.736823114
29.74,321,2,4749,0.571867762
72.74,473,4,6820,0.398152493
16.13,461,3,5520,0.491847826
43.61,75,4,3752,0.723515458
85.87,74,2,3934,0.69
79.45,172,3,4501,0.603028216
36.58,66,2,3084,0.88
42.39,49,3,4589,0.591379385
75.45,31,6,4018,0.67541563
19.97,146,3,8036,0.337685416
95.61,206,6,8970,0.302519509
39.9,300,5,5647,0.480533026
66.42,103,2,3027,0.896432111
38.48,359,3,3618,0.75
22.65,114,6,4401,0.616530334
30.68,158,3,4825,0.562250777
21.87,145,2,3626,0.748116382
40.19,94,6,5798,0.467850983
22.23,350,8,4608,0.588628472
70.45,116,2,4327,0.626799168
32.48,724,3,4248,0.63844162
49.26,235,6,3752,0.722835821
36.74,260,2,2750,0.986181818
60.35,716,2,2712,1
64.39,169,2,3325,0.815572932
25.9,218,5,2991,0.90663992
15.1,108,3,3715,0.729886945
44.97,10,4,4981,0.544316402
73.39,337,4,3467,0.781944044
37.19,641,4,2957,0.916672303
89.23,362,5,3675,0.73752381
89.32,571,3,5224,0.51882657
46.35,374,5,6900,0.392804348
90.1,614,4,3243,0.835707678
29.61,196,5,2744,0.987638484
97.19,178,3,3657,0.741050041
13.19,397,2,5420,0.5
13.29,400,2,5420,0.5
71.68,311,2,2841,0.953819078
51.06,57,3,3391,0.799062224
65.94,364,2,4516,0.6
110.97,195,3,4320,0.627083333
56.81,240,3,3429,0.79
17.71,48,2,3762,0.72
74.87,47,2,2376,1.14
21.65,137,6,5092,0.531936371
68.26,199,3,4429,0.611548882
32.77,193,5,4687,0.577866439
13.58,71,4,3662,0.739568542
62.55,23,4,5007,0.540854803
13.81,410,4,2708,1
40.16,17,5,5572,0.485987078
24.13,206,5,3304,0.819500605
20.97,96,5,6075,0.445688889
67.68,139,3,3924,0.69
27,467,3,3042,0.889990138
71.48,191,2,4223,0.641094009
31.06,43,4,4844,0.55888109
18.74,214,4,5760,0.47
39.06,202,3,3400,0.796147059
18.29,209,4,3812,0.710086569
20.68,145,3,5242,0.516362076
60.32,232,3,3035,0.891785832
21.52,345,6,7174,0.377188458
64.06,295,2,6850,0.395
30.23,522,4,4906,0.551386058
74.84,120,4,5174,0.522825667
15.61,268,4,2760,0.98
25.52,401,2,3037,0.890549885
69.06,43,6,3767,0.717971861
15.1,458,2,5147,0.525471148
25.29,527,3,3476,0.778020713
28.94,499,4,5004,0.540447642
100.61,216,3,3473,0.778675497
76.06,269,2,2820,0.958978723
93.77,157,2,3342,0.809141233
20.87,635,2,1963,1.377534386
66.39,162,4,5158,0.524241954
51.42,7,5,4764,0.56743073
88.06,136,3,4983,0.542468393
14.55,287,3,6418,0.421145217
105.77,556,3,4714,0.573207467
83.74,86,3,5139,0.525436855
19.03,478,2,4154,0.65
72.81,364,2,4154,0.65
17.06,519,2,4154,0.65
13.74,225,2,4154,0.65
47.19,329,2,4154,0.65
19.42,19,4,5117,0.52765683
26.13,543,2,3000,0.9
18.84,562,3,2812,0.960170697
12.77,21,4,4586,0.588735281
23.68,708,2,5684,0.475
13.45,395,2,5147,0.524528852
31.52,268,4,5848,0.461641587
19.52,71,5,3199,0.843913723
26.58,23,4,3302,0.817583283
37.97,243,2,2934,0.92
87.16,46,3,3950,0.683341772
42.52,348,3,4810,0.561153846
81.61,29,5,5233,0.51575387
21.42,263,4,4042,0.667654626
53.16,112,2,3451,0.781944364
18.06,223,5,5236,0.515370512
15.71,284,4,4027,0.670089397
21.06,471,3,2913,0.92627875
20.23,247,4,3550,0.760033803
31.03,678,2,2698,1
20.03,190,3,5677,0.475208737
59.9,150,2,5342,0.505
92.84,15,2,3996,0.675
88.29,226,4,6223,0.433419573
68.45,16,3,5353,0.503852046
59.58,102,3,4714,0.572125583
78.23,144,2,3359,0.802846085
16.48,424,3,3314,0.813729632
36.71,3,3,4210,0.640522565
37.32,189,3,4681,0.576062807
28.94,114,5,3280,0.822
63.13,160,5,4277,0.630343699
47.84,435,3,4369,0.617063401
50.74,609,2,3793,0.710624835
16.74,112,3,4126,0.653262239
63.35,387,2,3451,0.781019994
96,382,5,3150,0.855650794
38.35,549,3,3260,0.826748466
20.84,501,2,2695,1
62.68,331,4,5728,0.470487081
39.81,240,2,3427,0.786343741
83.97,33,2,3934,0.685
68.84,289,2,2951,0.913154863
74.42,130,6,4002,0.673333333
50.55,137,5,4657,0.578550569
50.74,350,3,6716,0.401146516
27.32,662,2,3868,0.696483971
15.65,254,2,4644,0.58
21.97,94,5,5194,0.51857913
45.61,13,3,3476,0.774867664
45.94,400,6,3894,0.691666667
42.71,104,2,6761,0.398358231
67.19,152,4,8127,0.331378122
32.35,203,3,3321,0.810885276
15.94,40,6,4824,0.558237977
17.94,140,4,4460,0.603641256
30.81,75,3,5457,0.493333333
32.26,228,4,3577,0.75255801
94,403,2,2910,0.925
53.58,37,3,4247,0.633790911
71.29,185,4,4380,0.614509132
82.55,57,2,4078,0.66
15.68,34,5,4287,0.627749009
21.03,48,3,3588,0.75
34.23,472,4,2760,0.975
19.26,102,2,3341,0.805411553
13.71,91,5,5235,0.514
23.97,378,4,4671,0.576011561
55.13,40,5,5125,0.524926829
44.9,99,4,3995,0.673404255
27.23,60,4,4529,0.593985427
108.84,74,4,3343,0.804684415
33.84,164,2,4574,0.588076082
18.55,562,2,3260,0.825
25.77,543,3,2727,0.986065273
105.19,47,2,4268,0.63
28.03,149,2,3182,0.845
12.48,379,2,3584,0.75
39.81,38,3,6096,0.440931759
70.29,37,3,4533,0.592951688
19.45,173,4,2631,1.021375903
22.68,686,4,6718,0.4
40.19,136,4,3986,0.673941295
17.03,135,3,6288,0.427150127
20.97,259,4,4063,0.661026335
23.19,140,7,7720,0.347849741
29.45,377,3,3057,0.878426562
33.45,161,4,3966,0.677065053
50.74,526,3,3288,0.816666667
34.19,358,3,5032,0.533624801
20.16,590,3,3285,0.81739726
46.42,583,2,3978,0.675
52.13,650,2,5966,0.45
14.97,32,3,7441,0.360787529
15.19,34,3,4215,0.636856465
83.61,298,3,4179,0.642273271
95.65,601,3,3247,0.82657838
80.74,85,4,4053,0.662188502
39.58,37,4,5314,0.505039518
87.65,34,2,3359,0.79898184
24.87,239,4,6658,0.403074497
30.23,277,7,5673,0.472993125
16.13,278,3,4585,0.58521265
46.81,49,2,3084,0.87
68.32,304,2,5420,0.495
14.97,116,4,4135,0.648766626
55.19,242,3,3360,0.798386905
14.84,396,3,2775,0.966666667
18.35,62,4,3428,0.7825
30.29,336,4,7470,0.359076305
51,208,4,5572,0.481371141
21.97,20,5,2965,0.904613828
13.84,417,2,2682,1
83.13,705,3,3285,0.816347032
20.23,306,3,3285,0.816347032
33.1,307,3,3924,0.683333333
65.48,507,4,5500,0.4875
91.61,181,3,4105,0.653066991
30.03,334,3,4124,0.650024248
13.84,219,3,3952,0.678292004
60.87,447,3,3129,0.85669543
74.19,132,2,3231,0.829613123
40.52,10,3,3606,0.743333333
38.52,42,3,3804,0.704479495
12.39,110,6,4442,0.603167492
14.52,426,2,5060,0.529476285
79.94,248,3,5823,0.46
20.81,253,3,2910,0.920474227
54.03,298,3,4583,0.584379228
42.13,12,3,5491,0.487732653
75.74,172,2,2911,0.92
104.97,168,3,4130,0.648430993
46.19,449,4,2678,1
22.65,679,2,2678,1
22.35,554,3,3454,0.775275043
96.48,133,3,3148,0.850609911
53.94,52,3,4291,0.624024703
12.61,191,2,4065,0.658701107
22.13,668,2,3060,0.875
20.42,282,2,3060,0.875
66.39,315,4,4058,0.659783144
46.35,224,4,3316,0.807385404
28.19,314,2,3966,0.675
34.55,199,4,3887,0.688693079
102.29,306,4,4040,0.6625
69.74,430,2,3742,0.715232496
90.03,207,2,3857,0.693829401
21.94,646,4,3246,0.824399261
19.55,592,4,3397,0.787739182
21.71,153,4,4937,0.54196273
13.35,46,4,3752,0.713128998
12.65,89,3,4548,0.588306948
40.06,614,3,3068,0.872099087
14.97,176,4,4270,0.626557377
55.29,605,4,2953,0.905960041
87.87,611,4,3724,0.718367347
23.19,216,3,5901,0.453333333
18.32,557,2,2892,0.925
17.9,274,3,3336,0.801864508
14.84,220,4,3828,0.698722571
65.81,517,3,3817,0.700720461
69.68,313,4,5335,0.50131209
31.94,430,2,3272,0.817389976
33.45,94,2,2861,0.934802517
87.55,412,5,5038,0.530855498
36.52,519,4,4119,0.649283807
18.26,80,3,2813,0.9506861
83.19,19,4,4017,0.665728155
82.1,547,3,4216,0.634297913
21.68,659,2,1984,1.347782258
20.32,12,4,3616,0.739477323
84.13,44,5,5017,0.532906119
36.39,42,3,6855,0.39
23.94,645,3,4191,0.637831067
71.84,159,3,3760,0.710930851
74.45,563,4,3720,0.718548387
64.39,229,3,3257,0.820641695
40.68,536,2,3729,0.716747117
77.68,548,4,5476,0.488075237
43,558,2,3514,0.760472396
37.81,1,5,3069,0.870733138
28.84,212,2,2934,0.910763463
32.61,8,4,5263,0.507704731
14.23,91,4,3591,0.744096352
97.23,180,2,5344,0.5
75.58,23,2,3988,0.67
16.94,392,3,4341,0.615480304
15.9,219,2,2443,1.093618502
12.94,72,2,3539,0.754902515
27.58,66,6,4058,0.658334155
73.19,69,5,4641,0.575630252
33.97,564,2,4110,0.65
55.9,661,2,4110,0.65
14.97,278,2,5684,0.47
19.81,54,2,5684,0.47
48.97,12,5,4365,0.612
24.77,502,2,6213,0.429937228
12.16,147,3,4561,0.585639114
21.74,621,3,3518,0.759181353
47.16,543,3,3068,0.87053455
82.45,47,4,9226,0.289480815
13.81,50,2,3052,0.875
20.13,209,4,5764,0.463247745
17.55,506,2,3560,0.75
38.26,313,2,3560,0.75
18.16,8,4,5268,0.506765376
50.81,124,3,3237,0.824643188
73.32,153,4,2957,0.902671627
20.97,497,2,3444,0.775
59.74,562,4,3813,0.7
49.97,8,2,3798,0.702685624
98.19,36,5,4853,0.549913456
67.94,122,4,4938,0.540411098
14,358,3,2930,0.910716724
39.68,80,4,4330,0.616191686
38.58,4,4,7977,0.334449041
74.61,177,2,4748,0.561855518
72.19,217,4,4459,0.598223817
41.29,36,3,5242,0.50883823
14.94,193,3,3664,0.727925764
89.97,228,3,3312,0.805283816
59.65,65,2,3707,0.719436202
85.84,159,5,3834,0.695498174
95.9,418,3,3877,0.687774052
68.52,22,4,6515,0.409277053
52.1,35,3,3030,0.88
32.71,11,3,3145,0.847790143
69.81,223,2,2930,0.91
96.52,357,5,5057,0.527219695
27.29,629,4,4393,0.606783519
18.9,276,5,4110,0.648520681
27.55,544,3,4456,0.598159785
43.42,706,2,3948,0.675
80.39,226,3,3106,0.85795235
29.55,2,3,4491,0.593333333
22.74,663,4,3715,0.717092867
48.97,538,2,2880,0.925
42.68,174,2,7298,0.365
27.19,555,8,6088,0.4375
20.94,380,4,3044,0.875
61.35,164,2,4480,0.59453125
32.39,217,4,3884,0.685759526
41.16,165,3,3265,0.815718224
22.13,35,2,3891,0.684240555
29.68,13,2,4749,0.560614866
55.45,100,2,3258,0.817124002
40.39,234,2,4840,0.55
81.52,312,3,3778,0.704579142
57.03,447,3,2797,0.951555238
36.9,507,3,5274,0.50463595
30.55,210,2,4709,0.565168826
25.19,38,4,3654,0.728243021
63.58,525,2,5913,0.45
13.71,371,3,3350,0.794223881
97.94,415,4,3643,0.730345869
27.16,177,2,2892,0.92
76.74,188,2,2892,0.92
65.65,103,3,3498,0.760546026
108.84,96,4,4510,0.589878049
27.29,156,3,2967,0.896582406
52.87,6,4,3594,0.740125209
79.23,423,3,5680,0.468283451
47.26,207,3,3660,0.726661202
70.94,415,6,2815,0.944760213
14.97,34,2,3131,0.849386777
88.32,305,3,3123,0.851440922
49.13,678,3,2799,0.95
62.13,284,4,3732,0.7125
19.42,445,4,5431,0.489596759
32.71,12,5,4039,0.658296608
33.52,233,4,5555,0.478608461
33.29,429,3,4234,0.627916863
70.58,233,2,4154,0.64
36.65,302,2,2706,0.98240946
46.13,388,6,3715,0.715545087
65.9,245,3,4671,0.569096553
35.52,716,2,2964,0.896811741
25.35,459,3,3200,0.830625
100.65,59,6,3474,0.765
20.29,76,3,3054,0.870065488
39.19,94,2,3385,0.784951256
83.9,262,3,3138,0.846666667
17,87,4,5309,0.500391788
79.35,106,3,2925,0.908208547
95.77,99,3,3768,0.704952229
41.32,263,4,5722,0.464150647
47.13,40,3,5028,0.528174224
43.87,126,2,3934,0.675
107.81,233,2,3934,0.675
15.74,478,2,3934,0.675
38.87,214,2,3934,0.675
106.87,187,2,3934,0.675
36.61,199,2,3934,0.675
62.58,402,2,3934,0.675
99.71,633,2,2805,0.946631016
81.06,237,2,3972,0.668504532
31.61,529,4,2771,0.958210032
34.74,92,5,4476,0.593208222
54.03,249,4,5348,0.496439791
36.77,10,2,4773,0.556237167
12.81,68,5,4359,0.609052535
40.97,122,3,4329,0.613264033
44.19,96,3,4390,0.604710706
17.48,50,6,5759,0.460856051
92.68,167,3,3006,0.882924152
62.26,497,2,4209,0.630553576
36.06,398,6,3637,0.729708551
34.03,356,3,4704,0.564115646
38.23,116,2,3400,0.780441176
24.52,472,4,3486,0.760986804
89.74,162,5,2826,0.938556263
90.1,162,5,5480,0.484
21.58,84,5,4515,0.587413068
73.81,127,4,3548,0.7475
13.52,90,8,7420,0.357423181
77.19,6,3,3636,0.729378438
108.39,148,3,4153,0.638567301
21.32,142,3,2746,0.965750182
70.45,375,5,4841,0.547717414
38.55,297,6,7134,0.371666667
14.68,109,5,3949,0.671372499
62.74,470,5,5255,0.504471931
23.65,520,2,3073,0.862642369
50.13,4,3,2898,0.914641132
12.16,184,2,3359,0.788978863
13.81,417,2,2650,1
13.81,417,2,2650,1
31.77,708,3,2650,1
20.84,562,3,3533,0.75
71.29,216,4,2760,0.96
53.45,93,4,3793,0.698494595
27.87,194,4,4003,0.661801149
90.65,164,3,4243,0.624268206
23.23,86,3,5056,0.52387856
53.03,527,2,6072,0.436182477
70.94,5,3,4990,0.530685371
68.97,194,2,5404,0.49
88.13,69,3,4393,0.602756658
16.94,359,3,4662,0.567942943
60.55,585,3,3987,0.66407073
52.9,314,5,4349,0.608749138
39.29,133,3,4169,0.634970017
16.23,290,3,7419,0.356797412
18.48,97,6,5926,0.446675667
76.58,430,4,5568,0.475323276
47.45,150,3,2912,0.908856456
35.61,393,2,3027,0.874297985
69.45,533,3,3265,0.810551302
51.06,395,2,3308,0.8
20.55,625,2,3308,0.8
27.03,12,4,4080,0.648580882
21.39,81,2,5791,0.456929719
70.68,515,3,2940,0.9
61.42,166,3,3886,0.680833762
38.39,414,5,5881,0.449829961
47.48,120,2,3662,0.722282906
38.55,90,4,4225,0.625983432
13.16,97,2,4211,0.628045595
88.81,42,2,4183,0.632149175
35.77,109,4,4380,0.603673516
92.42,155,2,1817,1.455074298
51.35,116,5,6141,0.430478749
87.9,63,2,3210,0.82353271
24.23,214,2,4006,0.65982027
16.06,124,5,4539,0.582319894
22.19,95,4,3774,0.700352411
33.55,244,6,5804,0.455392833
52.9,600,3,7929,0.333333333
13.84,5,3,3445,0.767187228
47.03,132,4,4594,0.575306922
67.1,339,2,2715,0.973443831
60.68,674,2,5873,0.45
99.97,350,2,3058,0.864159581
76.55,12,3,4065,0.65
25.1,14,3,4444,0.594536454
28.48,212,4,5719,0.461979367
42.61,472,4,3513,0.752063763
80.19,249,3,4128,0.64
20.84,629,2,5870,0.45
15.29,454,2,5870,0.45
22.42,557,3,4406,0.599477985
30.13,402,2,3049,0.86625123
19.1,134,4,3669,0.71982284
71.45,37,4,4162,0.634545891
64.81,150,4,4274,0.617854469
33.06,44,3,3231,0.817270195
72.42,305,2,4137,0.638274112
72.35,194,3,2979,0.886364552
102.35,521,3,3373,0.782819449
42.16,192,4,5129,0.514802106
14.61,106,4,4291,0.615336751
49.52,1,2,7334,0.36
33.55,184,2,3592,0.735
64.94,685,3,3126,0.84456174
12.55,14,3,4775,0.552896335
101.13,483,3,5409,0.48807543
19.9,508,4,5944,0.444145357
41.52,683,3,4566,0.578120894
48.87,506,9,6462,0.408480347
72.81,80,2,3654,0.722356322
27.45,126,3,3396,0.777020024
40.97,48,2,3774,0.699130896
85.16,641,2,2790,0.945698925
80.16,365,2,3720,0.709274194
26.97,108,5,6087,0.43342369
35.74,712,2,3516,0.750341297
23.03,286,4,4106,0.642433025
16.48,500,2,4722,0.558534519
60.74,6,3,3195,0.825402191
34.97,697,2,2930,0.9
41.1,103,4,4124,0.639386518
43.48,132,7,6080,0.433667763
79.45,341,2,3145,0.838314785
50.26,705,4,3194,0.825391359
14,41,3,5901,0.446666667
14.06,161,3,3175,0.830166929
52.06,45,4,7868,0.335
24.13,114,4,7868,0.335
95.13,587,2,4065,0.648388684
23.97,234,2,3719,0.708701264
26.42,365,2,1757,1.5
19.32,268,3,8406,0.313501071
21.61,345,2,3904,0.675
77.97,506,2,3400,0.775
26.48,245,2,3342,0.78834231
99.68,196,2,3834,0.687130934
13.94,68,3,6645,0.396449962
68.23,45,5,5049,0.521762725
19.19,10,2,3061,0.860623979
23.61,16,5,5217,0.504951121
56.23,25,4,3924,0.671256371
51.97,595,2,5365,0.490959925
63.45,130,2,2863,0.92
22.94,695,2,4153,0.634216229
31.45,209,4,5213,0.505250336
49.35,10,2,4027,0.654025329
15.39,131,3,3050,0.86352459
19.61,153,3,5037,0.522846933
27.58,576,2,3762,0.7
12.26,297,3,5643,0.466666667
76.68,266,4,8350,0.315326946
73.68,439,4,4577,0.57523487
61.39,319,5,3313,0.79465741
37.16,377,4,3113,0.845711532
31.55,108,2,2900,0.907724138
28.97,368,3,4501,0.584836703
67.74,39,7,7895,0.333405953
20.19,111,3,4583,0.574313768
72.1,4,2,4538,0.58
34.1,397,4,5302,0.496397586
17.55,41,4,3282,0.801907374
52.29,145,3,3870,0.68
17.71,535,4,5727,0.459490134
35.55,436,5,2862,0.919287212
95.68,187,4,6658,0.395141184
78.68,208,8,3304,0.79625
37.29,101,4,6744,0.390093416
18.23,323,2,3979,0.661146017
72.97,617,4,5846,0.45
20.65,530,3,3176,0.828274559
31.84,625,3,2768,0.950144509
35.42,428,3,5166,0.509030197
17.52,189,7,7615,0.34532239
34.19,222,3,2914,0.902210021
55.26,527,2,3317,0.79258366
40.77,144,4,5174,0.508057596
12.06,160,3,3933,0.668278668
66.9,28,4,3397,0.77365028
22.06,181,3,5122,0.513094494
39.35,66,5,3117,0.843128008
71.29,72,2,4427,0.593636774
81.39,380,3,4354,0.603502526
107.77,390,2,4211,0.623984802
17.71,525,2,5061,0.519156293
66.61,94,2,2680,0.980268657
12.1,230,3,3336,0.787485012
43.74,341,2,2627,1
18.71,521,3,3086,0.851198963
17.03,250,4,3896,0.674163244
78.39,331,3,3529,0.744233494
21.84,49,6,3832,0.685354906
22.06,239,5,4429,0.592917137
68.52,319,3,2625,1
22.81,511,2,3500,0.75
17.55,454,3,3826,0.685990591
36.84,5,4,3561,0.736975569
27.81,631,3,4455,0.589057239
67.19,100,3,3840,0.683382813
65.19,284,2,5341,0.491211384
77.45,533,2,3451,0.760185453
13.19,361,2,2734,0.959546452
31.06,669,2,2623,1
21.9,666,4,3051,0.859718125
